Title,Caption,Copyright,Node Type
Aga Khan's Silver Jubilee visit to Kenya,"
His Highness the Aga Khan and Kenya's Minister for Health, The Hon. Mukasa Mango unveiling the plaque of the extension to the Aga Khan Medical Centre, one of Kenya's Silver Jubilee projects, Kisumu, Kenya, 11 October 1982.  ",AKDN / Christopher Little    ,event
Aga Khan receiving the 1984 Thomas Jefferson Memorial Foundation Medal for Architecture,His Highness the Aga Khan.,AKDN / Gary Otte,event
"The conference ""The role of hospitals in primary health care""","The Aga Khan Foundation / World Health Organization Conference ""The role of hospitals in primary health care"".",AKDN ,event
The 30th General Assembly of International Press Institute,His Highness the Aga Khan delivering the keynote address to the 30th General Assembly of the International Press Institutes (IPI) in Nairobi.,AKDN / Christopher Little    ,event
"Dinner hosted by the Globe and Mail, Canada's national newspaper","His Highness the Aga Khan in discussion with Pierre Trudeau (2nd left), former Prime Minister of Canada, and The Honorable David Peterson, Premier of Ontario (right) and Roman Catholic Cardinal G. Emmett Carter at the dinner hosted in honour of His Highness by the Globe and Mail. ",AKDN / Gary Otte,event
The French Development Agency and AKDN sign a multimillion-dollar agreement on the expansion of Health Services in Tanzania,"Princess Zahra Aga Khan, Head of AKDN's Social Welfare Department looks on as AFD’s deputy Chief Executive Officer, Jacques Moineville, and Amin Habib, Chairman of the Board of Directors of the Aga Khan Health Services in Tanzania sign the agreement on the expansion of Health Services in Tanzania.",AKDN / Gary Otte,event
World Bank President and Aga Khan discuss poverty alleviation,"His Highness the Aga Khan meeting with Dr. Jim Yong Kim, the 12th president of the World Bank Group. ",World Bank,event
"Maternal, Newborn and Child Health (MNCH) Summit",His Highness the Aga Khan and President Kikwete of Tanzania greet one another in the presence of Prime Minister Stephen Harper and Mrs. Laureen Harper.,AKDN / Zahur Ramji,event
Aga Khan receives 2013 North-South Prize,"His Excellency Aníbal Cavaco Silva, the President of the Republic of Portugal and the First lady of Portugal Maria Alves da Silva Cavaco Silva with the laureates of the 2013 North-South Prize, His Highness the Aga Khan and Suzanne Jabbour, at the Presidential Palace.",AKDN/ José Manuel Boavida Caria,event
International New York Times Athens Democracy Forum,His Highness the Aga Khan delivering the Keynote Address to the 2015 Athens Democracy Forum. ,AKDN / Gary Otte,event
Aga Khan and President Assad agree on future collaboration,"Conservation work of the West wall, Citadel of Aleppo, Syria, 2001. Involvement in Syria commenced in 1999 in response to a request to AKTC (Aga Khan Trust for Culture) from the Syrian Directorate of Antiquities and Museums to provide technical assistance for the conservation and reuse of the three citadels in Syria : Aleppo, Masyaf and Salah al-Din.",AKDN / Gary Otte,event
His Highness the Aga Khan visits AKDN institutions in Kenya,"His Highness met with 12th grader students preparing for the International Baccalaureate (IB) examination in May, the first group of Aga Khan Academy students to take the IB examination.",AKDN/Gary Otte,event
Prince Charles tours Aga Khan projects in Northern Areas of Pakistan,"His Royal Highness the Prince of Wales, the Duchess of Cornwall and His Highness the Aga Khan visit Altit village in the Hunza Valley of Pakistan.",APP/Sohail Nashir,event
"His Highness the Aga Khan visits Bishkek, Kyrgyzstan",His Highness the Aga Khan with President Bakiev.,AKDN/Gary Otte,event
Princess Zahra at the World Habitat Day in Kazan,Princess Zahra Aga Khan speaking at the World Habitat Day celebrations in Kazan.,,event
His Highness the Aga Khan welcomes HRH The Prince of Wales to Al Azhar Park,"His Highness the Aga Khan welcomes HRH The Prince of Wales and The Duchess of Cornwall to Al-Azhar Park. The Royals commence a 3 week tour to Egypt, Saudi Arabia and India.",AKDN/Gary Otte,event
"International Conference on the Dialogue among Civilisations, Cultures and Peoples at the UNESCO","His Highness the Aga Khan speaks with Seyed Mohammad Khatami, President of the Islamic Republic of Iran at the International Conference on the Dialogue among Civilisations, Cultures and Peoples. The conference was held at the UNESCO headquarters in Paris.",,event
Aga Khan in Bahrain,Bahrain's Crown Prince His Highness Shaikh Salman Bin Hamad Al Khalifa and Ministers welcoming His Highness the Aga Khan at Bahrain Airport.,AKDN/Gary Otte,event
Aga Khan and Zanzibar agree on Seafront Initiative,"In 1992, on the request of the Government of Zanzibar and in recognition of the Stone Town's special significance, the Aga Khan Trust for Culture's Historic Cities Support Programme joined forces with the Stone Town Conservation and Development Authority to prepare a Conservation Plan for Zanzibar's historic centre. The Conservation Plan was produced and adopted by the government in the summer of 1994, and eventually published by the Trust in 1996.",AKDN / Gary Otte,event
Commencement Ceremony at the Massachusetts Institute of Technology ,"
His Highness the Aga Khan at the Commencement Ceremony held in the gardens of the Massachusetts Institute of Technology (MIT).  ",AKDN / Gary Otte,event
His Highness the Aga Khan visits Malaysia,"Datuk Seri Abdullah Ahmad Badawi, the Prime Minister of Malaysia and current Chairman of the Organisation of the Islamic Conference, greets His Highness the Aga Khan in Kuala Lumpur.",,event
His Highness the Aga Khan attends international investors' round table,"His Highness the Aga Khan with Tanzania's Minister for Finance, Mrs Zakia Meghji, walking towards the Conference Center.",AKDN/Zahur Ramji,event
Aga Khan visits the United Arab Emirates,"His Highness the Aga Khan with Sheikh Mohammed bin Rashid al-Maktoum, UAE Prime Minister and Ruler of Dubai, at the launch of the ""Khor Dubai"" development project.",AKDN/Gary Otte,event
Aga Khan speaks of Islam and Syria's contemporary challenges,His Highness the Aga Khan.,AKDN / Gary Otte,event
AKPBS nominated for 2012 Zayed Energy Prize,"BACIP targets the entire energy consumption of households in order to improve the quality of life while reducing CO2. Its products include smoke-free stoves outfitted with water warming accessories, roof-hatch windows that conserve heat and low-cost insulation made with local materials.",,event
His Highness the Aga Khan tours Delhi urban renewal project,His Highness the Aga Khan reviews plans for the Humayun’s Tomb - Sunder Nursery - Hazrat Nizamuddin Basti Urban Renewal Project.,AKDN,event
His Highness the Aga Khan meets with the Secretary General of the East African Community,"His Highness the Aga Khan and Ambassador Dr. Richard Sezibera, the Secretary General of the East African Community met at the organisation’s headquarters in the Arusha International Conference Centre.",AKDN / Zahur Ramji,event
His Highness the Aga Khan joins Heads of State in Mali for 50th Anniversary of Independence,"His Highness the Aga Khan was welcomed to Mali at the airport by a number of Malian government ministers, including Salimata Fofana, Minister of Housing, Lands and Urbanism. / A son arrivée au Mali, Son Altesse l’Aga Khan a été accueilli à l’aéroport par plusieurs ministres du gouvernement, dont Salima Fofana, Ministre du Logement, des Affaires foncières et de l’Urbanisme.",AKDN / Gary Otte,event
The US State of Texas and the Ismaili Imamat sign a landmark cooperation agreement,His Highness the Aga Khan and Governor Rick Perry sign the Agreement of Cooperation between the Government of the State of Texas and the Ismaili Imamat.,AKDN / Zahur Ramji,event
His Highness the Aga Khan reviews progress on AKDN projects in Mozambique,A participant at the Professional Development Centre shares elements of her action research with His Highness the Aga Khan during his visit.,AKDN / Zahur Ramji,event
His Highness the Aga Khan in Cambridge,"His Highness the Aga Khan receives an Honorary Doctor of Laws degree from Harvard University at commencement ceremonies June 5, 2008, in Cambridge, Massachusetts.",,event
Aga Khan visits India,"His Highness the Aga Khan meets with Chairperson of the ruling United Progressive Alliance, Mrs Sonia Gandhi.",AKDN/Gary Otte,event
"Commonwealth Press Union Conference in Cape Town, South Africa",His Highness the Aga Khan at the Commonwealth Press Union Conference. ,AKDN / Gary Otte,event
"Inauguration of the Ismaili Jamatkhana and Center, Houston (Texas)","Night view of the octagonal fountain, Ismaili Centre Houston, Texas. ",AKDN / Gary Otte,event
Aga Khan receives Honorary Degree from Trinity College at the University of Toronto,"Chancellor Graham confers the honorary degree upon His Highness the Aga Khan, as Professor Andy Orchard, former Provost of Trinity College, performs the hooding.",AKDN / Moez Visram,event
Aga Khan awarded the 2013 Royal Architectural Institute of Canada Gold Medal,"His Highness the Aga Khan receives the 2013 RAIC Gold Medal from Paul Frank, President of the Royal Architectural Institute of Canada.",AKDN / Farhez Rayani,event
"Aga Khan Award for Architecture Ceremony, Lahore","His Highness the Aga Khan presents the Aga Khan Award for Architecture to representatives of the Kampung Improvement Programme (KIP) in Jakarta, Indonesia. ",AKDN / Christopher Little,event
"Aga Khan Award for Architecture Ceremony, Istanbul","His Highness the Aga Khan delivering a certificate to a winner during the Aga Khan Award for Architecture ceremony, held at the Topkapi Palace in Istanbul. ",AKDN / Christopher Little,event
"Aga Khan Award for Architecture Ceremony, Marrakech",The 1986 Aga Khan Award for Architecture (AKAA) ceremony at El Badi Palace in Marrakesh. ,AKDN / Gary Otte,event
"Aga Khan Award for Architecture Ceremony, Cairo","His Highness the Aga Khan presenting the AKAA Award Certificate to the recipient for the Al-Kindi Plaza in Riyadh, Saudi Arabia, during the Aga Khan Award for Architecture (AKAA) ceremony. ",AKDN / Gary Otte,event
"Aga Khan Award for Architecture Ceremony, Samarkand",Winner receiving an Award Certificate from His Highness the Aga Khan during the ceremony of the 5th Aga Khan Award for Architecture (AKAA) held in Samarkand. ,AKDN / Gary Otte,event
Travel “Oscars” for Serena hotels in Africa,"Amboseli Serena Safari Lodge, in the heart of Amboseli National Park in Kenya, which won the 2013 ""Leading Eco Hotel of the Year"" at the World Travel Awards.
",AKDN,event
University of Central Asia begins construction of Naryn campus,UCA Director of Construction Grant Robertson describes campus development plans from UCA's panorama point.,UCA / Mikhail Romanyuk,event
"Aga Khan Academy, Hyderabad inaugurated","The Aga Khan Academy, Hyderabad, India.",AKDN / Gary Otte,event
"International Finance Corporation Conference, Istanbul, Turkey",Prince Amyn Aga Khan at the International Financial Corporation Conference held in Istanbul. ,,event
National Zoo of Mali inaugurated after full renovation by the Aga Khan Trust for Culture,"Zoo National du Mali, Bamako.",Kristian Skeie,event
FMFB client wins “Best National MicroEntrepreneur” Award,"Qurban Bibi, a client of the The First MicroFinanceBank in Pakistan, receiving the “Best National Micro-Entrepreneur Award Female”. ",FMFB Pakistan,event
2013 Aga Khan Award for Architecture recipients announced,His Highness the Aga Khan and Portuguese President Cavaco Silva arrive at the Castle of São Jorge in Lisbon for the presentation ceremony for the 2013 Aga Khan Award for Architecture.,AKDN / Gary Otte,event
His Highness the Aga Khan in Portugal,"His Highness the Aga Khan meets with the Cardinal Patriarch of Lisbon, His Eminence Dom Manuel Clemente and the Patriarch Emeritus of Lisbon, His Eminence Dom José Policarpo at the Ismaili Centre in Lisbon. ",AKDN / Gary Otte,event
Aga Khan University and Catholic University of Portugal reaffirm cooperation,"Rector of the Catholic University of Portugal Dr. Maria da Gloria Garcia and President of AKU Firoz Rasul sign the renewed Memorandum of Understanding between their two institutions as His Highness the Aga Khan, Chancellor of the Aga Khan University looks on.",AKDN / Gary Otte,event
Bangladesh and Aga Khan Development Network sign Protocol of Cooperation,"His Highness the Aga Khan signs a protocol agreement with Foreign Minister Dr Dipu Moni between AKDN and the Government of Bangladesh, as Prime Minister Sheikh Hasina looks on. ",AKDN / Ayeleen A Saleh   ,event
Humayun’s Tomb restoration inaugurated by Indian Prime Minister and Aga Khan,Humayun's Tomb after restoration by the Aga Khan Trust for Culture.,AKTC,event
"Aga Khan Award for Architecture Ceremony, Solo","His Highness the Aga Khan with (L to R) Prince Paku Alam VIII, Governor of Yogyakarta and His Royal Highness Paku Buwono XII, the Susuhunan (Sultan) of Surakarta Kingdom, delivering a certificate to Mr Mohamed Ali Bouleymen, Mayor of Tunis and President of the ""Association de la Sauvegarde de la Médina de Tunis"" : ASM), a recipient of the 1995 Aga Khan Award for Architecture (AKAA).
",AKDN / Gary Otte,event
Fastest growing city in Africa gets 103-hectare urban park,"The Park is designed to offer large open spaces for leisure and educational activities for the general public, school groups and tourists.",AKTC,event
Aga Khan meets German Chancellor Merkel to discuss expanding cooperation,"His Highness the Aga Khan meets Dr. Angela Merkel, Chancellor of Germany at the Chancellery in Berlin.",AKDN/Hinrik Schmoock,event
Aga Khan in Lisbon for talks with Cardinal Patriarch and Foreign Minister,"His Highness the Aga Khan being greeted by His Eminence D. Jose Policarpo, the Cardinal Patriarch of Lisbon and Chancellor of the Catholic University of Portugal (UCP).",AKDN/Ricardo Oliveira and Nuno Saraiva,event
"Aga Khan University hosts Summit on Chronic Diseases in Kampala, Uganda","Princess Zahra Aga Khan speaking at the summit on Chronic Diseases, held 5-7 February 2009 in Kampala, Uganda.",AKU,event
His Highness the Aga Khan meets with Singapore Foreign Minister,"His Highness the Aga Khan meeting Singapore’s Minister for Foreign Affairs, George Yeo",Ministry for Foreign Affairs of Singapore,event
France and AKDN in agreement on development,The Signing of the Convention de partenariat.,AKDN/Gary Otte,event
"Inauguration of the Delegation of the Ismaili Imamat in Ottawa, Canada","Exterior view, at night, of the entrance to the Delegation of the Ismaili Imamat on Sussex Drive in Ottawa, Canada.",AKDN/Gary Otte,event
McMaster and AKU sign MOU for expanded partnership,President of McMaster University Dr Peter George addresses the audience at the signing ceremony of a Memorandum of Understanding between McMaster University and the Aga Khan University.,AKDN / Gary Otte,event
AKDN at the Governors’ Global Climate Summit,"Princess Khaliya Aga Khan, Prince Hussain Aga Khan, Dr. Mahmoud Eboo, President of the Aga Khan Council for the USA, with California Governor Arnold Schwarzenegger at the Governors’ Global Climate Summit, held at the Beverly Hilton Hotel on November 18-19.",Malik Hashim,event
Aga Khan's Golden Jubilee visit to Canada,"Exterior view of the Delegation of the Ismaili Imamat on Sussex Drive in Ottawa, Canada.",AKDN / Gary Otte,event
France grants Aga Khan titles of “Grand Mécène” and “Grand Donateur”,"Prince Amyn Aga Khan speaking with His Highness the Aga Khan and France's Minister for Culture, Christine Albanel, before the ceremony honouring the Aga Khan with the titles of Grand Patron (Grand Mécène) and Grand Donor (Grand Donateur) in recognition of his outstanding contribution to cultural development in France as well as the numerous cultural programmes implemented by the cultural agencies of the Aga Khan Development Network throughout the world.",Farida Bréchemier / MCC,event
Exhibition from Aga Khan Museum collection inaugurated by King of Spain and Aga Khan in Madrid,"His Highness the Aga Khan speaking with Their Majesties the King and Queen of Spain   at the inauguration of ""The Islamic Worlds in the Aga Khan Museum Collection"" exhibition in Madrid.",AKDN/Hinrick Schmoock,event
AKU and University of Alberta expand partnership; Aga Khan receives Honorary Degree and will be granted Honorary Canadian Citizenship,Aga Khan University President Firoz Rasul and University of Alberta President Indira Samarasekera sign a Memorandum of Understanding between the two universities in the presence of His Highness the Aga Khan and Alberta Premier Ed Stelmach.,AKDN/Navroz Mitha,event
"Foundation Ceremony for the Ismaili Centre, the Aga Khan Museum and Park to take place in Toronto, Canada","The Aga Khan and Prime Minister Stephen Harper in the Exhibition Tent at the Wynford Drive site, examining the architectural model of the three projects.",AKDN/Gary Otte,event
Aga Khan announces a Graduate School of Media and Communications,"His Highness the Aga Khan delivering the Founder’s Address at the Pan Africa Media conference, celebrating the 50th Anniversary of the Nation Media Group.",AKDN / Gary Otte,event
The State of California and the Ismaili Imamat partner to confront poverty,Governor Arnold Schwarzenegger and the Aga Khan exchange agreements following the signing ceremony.,Zahur Ramji,event
"Aga Khan University and University of California, San Francisco form partnership to help the underprivileged","Haile T Debas, MD, Executive Director of Global Health Sciences at UCSF, and AKU President Firoz Rasul sign a memorandum of understanding in the presence of California Governor Arnold Schwarzenegger and His Highness the Aga Khan.",Zahur Ramji,event
"An urban park is inaugurated in Khorog, Tajikistan","His Highness the Aga Khan, the First Deputy Prime Minister Asadullo Gulomov, and the Governor of Gorno-Badakhshan Autonomous Oblast, Qodiri Qosim, inaugurate Khorog Park.",AKDN/Gary Otte,event
AKDN Sponsors and Participates in Governors’ Global Climate Summit 2,"Governor Schwarzenegger of California greeting Dr. Mahmoud Eboo and David Boyer, who were representing the Prince Sadruddin Aga Khan Fund for the Environment.
",AKDN,event
Aga Khan reviews progress on AKDN projects in East Africa,"His Highness the Aga Khan visiting the gardens of Forodhani Park, Zanzibar, on 30 July 2009. The Park was restored by the Aga Khan Trust for Culture.",AKDN/Zahur Ramji,event
US$ 2.4 million revitalisation of Forodhani Park in Zanzibar’s Historic Stone Town completed,The restoration of Forodhani Park is part of a comprehensive programme for seafront rehabilitation in Stone Town. ,Christian Richters ,event
Aga Khan awarded an Honorary Doctorate at Cambridge University; UCA Scholars to study at Cambridge,"His Highness the Aga Khan, Bill Gates and other Honorary Degree recipients processing into Senate House for the Degree ceremony.",University of Cambridge,event
Aga Khan's Golden Jubilee visit to Central Asia,"His Highness the Aga Khan, accompanied by Dr. Zhanseit Tuimebayev, Kazakhstan's Minister of Education, reviews plans for the Tekeli campus of the University of Central Asia.",AKDN/Gary Otte,event
Aga Khan inaugurates Aleppo Citadel Project,,,event
Aga Khan's Golden Jubilee visit to USA,His Highness the Aga Khan.,AKDN / Gary Otte,event
Asian Development Bank and Aga Khan Development Network strengthen partnership,"His Highness the Aga Khan receiving Mr Haruhiko Kuroda, President of the Asian Development Bank, in Gouvieux, France.",AKDN/Gary Otte,event
Aga Khan University signs agreement to further health and education development in Syria,"Dr Ghiath Barakat, Minister of Higher Education, and Mr Firoz Rasul, President of Aga Khan University, sign an agreement to further develop the healthcare sector in the country. The signing of the agreement was witnessed by His Highness the Aga Khan and Prime Minister Muhammad Naji Al-Otri.",AKDN/Gary Otte,event
Aga Khan's Golden Jubilee visit to Syria,His Highness the Aga Khan greets leaders of the Syria Jamat upon his arrival to Damascus. ,AKDN / Gary Otte,event
Aga Khan University and Catholic University of Portugal sign agreement of academic collaboration,Professor Manuel Braga da Cruz and Firoz Rasul exchange agreements after the signing of the Memorandum of Understanding between the Aga Khan University and the Catholic University of Portugal.,AKDN/Gary Otte,event
Aga Khan's Golden Jubilee visit to Portugal,Prime Minister José Sócrates met His Highness the Aga Khan in December 2005 to exchange Protocol of Co-operation between the Ismaili Imamat and the Government of the Republic of Portugal at the Ajuda Palace.,AKDN / Zahur Ramji,event
Aga Khan Trust for Culture collaborates with the Louvre and Museum of Decorative Arts in Paris,"Prince Amyn Aga Khan, Souren Melikian (curator of a related exhibition,“Song of the World”) and His Highness the
Aga Khan viewing objects from the Masterpieces of Islamic Art from the Aga Khan Museum exhibition at the Louvre, 17 October 2007. ",AKDN / Gary Otte,event
"Foundation stone-laying ceremony of Aga Khan Academy, Kampala","His Excellency Professor Gilbert Bukenya, Vice President of the Republic of Uganda, makes a speech on behalf of His Excellency the President, Yoweri Museveni. The President commended the Aga Khan’s commitment to the development of Uganda.",AKDN/Gary Otte,event
Partnership Agreement between AKU and University of Texas at Austin (UT),"12 April 2008 - President Powers of University of Texas and President Rasul of the Aga Khan University signing the Memorandum of Understanding at the Texas State Capitol, as His Highness the Aga Khan and Governor Rick Perry of Texas look on.",AKDN/Gary Otte,event
Peterson Lecture at the annual meeting of the International Baccalaureate programme in Atlanta,His Highness the Aga Khan speaking at the Peterson Lecture in Atlanta.,AKDN/Gary Otte,event
Lancement d’une agence de microfinance en Côte d’Ivoire par le Président Gbagbo et l’Aga Khan,"The Minister of Mines and Energy, Leon Monnet, representing the Minister of Economy and Finance, and Mr. Jacques Toureille, Director General of the Aga Khan Agency for Microfinance, have signed the agreement respectively on behalf of His Highness the Aga Khan and President Laurent Gbagbo of the Republic of Côte d’Ivoire.",AKDN / Gary Otte,event
Inauguration of Aleppo Citadel Project,"The Aga Khan walks through Aleppo's citadel after the ceremony, accompanied by Prime Minister, Muhammad Naji Al-Otri and Mr Seifo, AKDN Syria's Resident Representative. ",AKDN / Gary Otte,event
Aga Khan Development Network and government of Syria sign agreements to foster social and cultural development,"Dr Adib Mayaleh, Governor of the Central Bank of Syria (right) and Mr Jean Lorenz Ehrentrant, Chief Executive Officer of the First Microfinance Institution (FMFI), exchange agreements after a signing which recognises the FMFI as the first microfinance institution to operate in the country. The signing of the agreement was witnessed by His Highness the Aga Khan and Prime Minister Muhammad Naji Al-Otri.",AKDN/Gary Otte,event
Two major landmarks restored in Historic Cairo,His Highness the Aga Khan delivering a speech at the ceremony celebrating the restoration of the 14th century Umm al Sultan Shabaan mosque and the Kayrebek complex on 26 October 2007. ,AKDN / Gary Otte,event
Aga Khan's Golden Jubilee visit to Mozambique,Traditional dancers welcome His Highness the Aga Khan to Mozambique.,AKDN/Gary Otte,event
His Highness the Aga Khan in the United Kingdom to mark Golden Jubilee visit,"His Highness the Aga Khan greeted by Their Royal Highnesses the Duchess of Cornwall and the Prince of Wales at the Ismaili Centre, London, 12 July 2007.
",AKDN / Arnhel de Serra,event
Aga Khan honoured at Nui Maynooth,"His Highness the Aga Khan, Princess Zahra Aga Khan and Dr. Garret FitzGerald, Chancellor of the National University of Ireland in the courtyard of the University's historic building.",Maxwell,event
"The French government, the Afghan government and the Aga Khan sign a Letter of Intent on medical projects in Afghanistan","His Highness the Aga Khan, the French Foreign Minister, Bernard Kouchner, the Afghan Foreign Minister, Rangin Dadfar Spanta and the Director of the French Development Agency, Jean-Michel Severino sign the letter of intent as President Hamid Karzai of Afghanistan looks on.",Bruno Cohen,event
Foundation stone-laying ceremony for Bangladesh's first Aga Khan Academy,"His Highness the Aga Khan and Dr Hossain Zillur Rahman, Bangladesh's Education Adviser, unveil the plaque commemorating the foundation stone laying ceremony of the Aga Khan Academy in Dhaka, 20 May 2008.",AKDN/Gary Otte,event
"Announcement of East African Community’s first regional university to be based in Arusha, Tanzania","Arusha campus site, Tanzania.",AKU,event
Aga Khan Music Initiative and Smithsonian Folkways release “Borderlands: Wu Man and Master Musicians from the Silk Route”,"From L-R: Sirojiddin Juraev, Wu Man, Abduvali Abdurashidov. ",AKDN,event
Aga Khan Award for Architecture prize doubled to US$ 1 Million,"The Wadi Hanifa Wetlands in Riyadh, Saudi Arabia. A programme of works that aims to restore and develop Wadi Hanifa as an environmental, recreational and tourism resource was a 2010 cycle Award recipient.",Aga Khan Award for Architecture,event
"Aga Khan Music Initiative brings together musicians from Central Asia, the Middle East and North Africa at the 2012 Spring Festival","Music of Central Asia Vol. 2, Invisible Face of the Beloved Classical Music of the Tajiks and Uzbeks The Academy of Maqâm",,event
Nairobi City Park to be rehabilitated by Aga Khan Trust for Culture and Government of Kenya,"Mr Philip Kisia, Town Clerk Nairobi City Council, Prince Hussain Aga Khan, Prof Karega Mutahi, Permanent Secretary, Office of the Deputy Prime minister and Minister for Local Government, and Dr Jacob Ole Miaron PhD, Permanent Secretary, Ministry of State for Heritage and Culture, signing the MoU. ",AKDN / Aziz Islamshah,event
His Highness the Aga Khan visits Tajikistan,"His Highness the Aga Khan, His Excellency Hamrokhon Zarifi, Minister of Foreign Affairs (right) and AKDN Resident Representative Munir Merali (left) walk towards the VIP hall at Dushanbe International Airport. ",AKDN / Tohir Saidov  ,event
Aga Khan visits Western China,"His Highness the Aga Khan, Governor Nur Bekri, members of the government of Xinjiang and members of the AKDN delegation. ",Xinjiang Foreign Affairs Office    ,event
First MicroFinance Bank Pakistan and JICA sign agreement to expand access to finance in Pakistan,FMFB-P has provided micro loans in the mountainous valley of Chitral called Kalash where this women is making a traditional Kalashi dress in her small shop. Taking a micro loan allows women like this one to send her children to school.,,event
France Musique Prize 2012 for World Music awarded to Aga Khan Music Initiative artist Abduvali Abdurashidov,"Abduvali Abdurashidov, recently awarded the 2012 France Music Prize for World Music.",Sebastian Schutyser ,event
Aga Khan Development Network and the Japan International Cooperation Agency Deepen Partnership in Asia and Africa,"An entrepreneur has set up shop with a loan from the Aga Khan Agency for Microfinance (AKAM) in Shigar Village, Baltistan, Pakistan. AKDN and JICA are preparing programmes that jointly support microfinance in Pakistan.",Robin Oldacre-Reed ,event
La compagnie Air Côte d'Ivoire devient une réalité,The aim of AKFED’s Aviation Services division is to assist Burkina Faso in creating and maintaining critical aviation infrastructure in support of economic development. ,Lucas Cuervo Moura ,event
Serena Hotels receive African Business Award 2012 for Contributions to Africa,"The Zanzibar Serena Inn, once a dilapidated and underused administrative building, has been transformed into an elegant hotel that draws tourists and much-needed foreign currency to the island.",AKDN,event
Aga Khan Award for Architecture helps launch network for architectural education in Africa; hosts conferences in Ghana and Côte d’Ivoire,"Mopti Grand Mosque, Mali",Christian Richters ,event
"University of Ottawa Special Convocation for Honorary Degree, Canada",His Highness the Aga Khan greets members of the University of Ottawa faculty on the occasion of receiving an honorary doctorate.,AKDN / Zahur Ramji,event
"Urban Land Institute's Annual Conference Leadership Dinner in Paris, France","His Highness the Aga Khan, who was awarded the J.C. Nichols Prize in 2011, addresses a leadership dinner at the Urban Land Institute Europe Annual Conference held in Paris.",ULI / Karla Gowlett,event
Patriachate of Lisbon and Aga Khan Foundation renew partnership,"The Cardinal Patriarch of Lisbon, His Eminence Dom José Policarpo, and Prince Amyn Aga Khan sign the renewed partnership agreement between the Patriarchate of Lisbon and the Aga Khan Foundation to improve the quality of life of marginalized groups in Greater Lisbon, as the Portuguese Minister of Solidarity and Social Security, Pedro Mota Soares and the AKDN Resident Representative for Portugal, Nazim Ahmad look on. ",Nuno Saraiva    ,event
"Inauguration ceremony of Dushanbe Serena hotel, Tajikistan","His Highness the Aga Khan and President Emomali Rahmon cut the ribbon to officially open the Dushanbe Serena Hotel, as Prince Rahim Aga Khan, AKDN Resident Representative Munir Merali and Prince Amyn Aga Khan watch.",AKDN / Mikhail Romanyuk,event
East African Community and Aga Khan Development Network sign agreement to foster development in the region,"His Highness the Aga Khan and Ambassador Richard Sezibera, Secretary General of the East African Community, exchange folders and share congratulations during the signing ceremony. ",AKDN / Zahur Ramji,event
